questionId,trade_count,q1,q2,q3,q4,setA,setB,setN,active
1038,4,T,F,F,F,F,T,F,N
1038,73,F,T,F,F,F,T,F,Y
1038,7,F,F,T,F,F,T,F,N
1038,15,F,F,F,T,F,T,F,Y
1039,60,T,F,F,F,T,F,F,Y
1039,15,F,T,F,F,T,F,F,N
1039,50,F,F,T,F,T,F,F,Y
1039,7,F,F,F,T,T,F,F,N
1040,39,T,F,F,F,T,F,F,Y
1040,21,F,T,F,F,T,F,F,N
1040,70,F,F,T,F,T,F,F,Y
1040,15,F,F,F,T,T,F,F,N
1041,91,T,F,F,F,T,F,F,Y
1041,21,F,T,F,F,T,F,F,N
1042,19,T,F,F,F,T,F,F,Y
1042,3,F,T,F,F,T,F,F,N
1043,16,T,F,F,F,F,T,F,N
1043,78,F,T,F,F,F,T,F,Y
1043,8,F,F,T,F,F,T,F,N
1043,9,F,F,F,T,F,T,F,Y
1044,49,T,F,F,F,T,F,F,Y
1044,12,F,T,F,F,T,F,F,N
1044,15,F,F,T,F,T,F,F,Y
1044,14,F,F,F,T,T,F,F,N
1045,1,T,F,F,F,F,F,T,N
1045,2,F,T,F,F,F,F,T,N
1045,5,F,F,T,F,F,F,T,N
1045,5,F,F,F,T,F,F,T,N
1047,10,T,F,F,F,F,T,F,N
1047,2,F,T,F,F,F,T,F,Y
1047,1,F,F,T,F,F,T,F,N
1047,12,F,F,F,T,F,T,F,Y
1048,60,T,F,F,F,F,F,T,N
1048,26,F,T,F,F,F,F,T,N
1048,1,F,F,T,F,F,F,T,N
1048,3,F,F,F,T,F,F,T,N
1049,6,T,F,F,F,F,F,T,N
1050,46,T,F,F,F,F,F,T,N
1050,24,F,T,F,F,F,F,T,N
1050,9,F,F,T,F,F,F,T,N
1050,16,F,F,F,T,F,F,T,N
1051,20,T,F,F,F,F,T,F,N
1051,7,F,T,F,F,F,T,F,Y
1051,1,F,F,T,F,F,T,F,N
1051,11,F,F,F,T,F,T,F,Y
1052,11,T,F,F,F,F,T,F,N
1052,21,F,T,F,F,F,T,F,Y
1052,10,F,F,T,F,F,T,F,N
1052,57,F,F,F,T,F,T,F,Y
1053,24,T,F,F,F,F,F,T,N
1053,7,F,T,F,F,F,F,T,N
1054,7,T,F,F,F,F,F,T,N
1055,7,T,F,F,F,F,F,T,N
1055,3,F,T,F,F,F,F,T,N
1056,4,T,F,F,F,F,T,F,N
1056,1,F,T,F,F,F,T,F,Y
1056,4,F,F,T,F,F,T,F,N
1056,3,F,F,F,T,F,T,F,Y
1057,4,T,F,F,F,F,F,T,N
1057,4,F,T,F,F,F,F,T,N
1057,11,F,F,T,F,F,F,T,N
1057,5,F,F,F,T,F,F,T,N
1058,9,T,F,F,F,F,F,T,N
1058,8,F,T,F,F,F,F,T,N
1058,7,F,F,T,F,F,F,T,N
1059,5,T,F,F,F,F,F,T,N
1059,4,F,T,F,F,F,F,T,N
1059,0,F,F,T,F,F,F,T,N
1059,3,F,F,F,T,F,F,T,N
1061,3,T,F,F,F,F,T,F,N
1061,0,F,T,F,F,F,T,F,Y
1061,3,F,F,T,F,F,T,F,N
1061,29,F,F,F,T,F,T,F,Y
1063,10,T,F,F,F,F,F,T,N
1063,14,F,T,F,F,F,F,T,N
1064,2,T,F,F,F,F,F,T,N
1064,11,F,T,F,F,F,F,T,N
1064,3,F,F,T,F,F,F,T,N
1065,3,T,F,F,F,F,F,T,N
1066,36,T,F,F,F,F,F,T,N
1066,6,F,T,F,F,F,F,T,N
1066,8,F,F,T,F,F,F,T,N
1066,22,F,F,F,T,F,F,T,N
1067,13,F,T,F,F,F,F,T,N
1067,9,F,F,T,F,F,F,T,N
1067,2,F,F,F,T,F,F,T,N
1068,2,T,F,F,F,F,T,F,N
1068,2,F,T,F,F,F,T,F,Y
1068,2,F,F,T,F,F,T,F,N
1068,6,F,F,F,T,F,T,F,Y
1069,12,T,F,F,F,F,T,F,N
1069,11,F,T,F,F,F,T,F,Y
1069,24,F,F,T,F,F,T,F,N
1069,6,F,F,F,T,F,T,F,Y
1070,6,T,F,F,F,F,F,T,N
1070,2,F,T,F,F,F,F,T,N
1071,5,T,F,F,F,F,F,T,N
1071,1,F,T,F,F,F,F,T,N
1071,4,F,F,T,F,F,F,T,N
1071,4,F,F,F,T,F,F,T,N
1072,4,T,F,F,F,F,T,F,N
1072,2,F,T,F,F,F,T,F,Y
1072,7,F,F,T,F,F,T,F,N
1072,19,F,F,F,T,F,T,F,Y
1073,5,T,F,F,F,F,F,T,N
1073,3,F,T,F,F,F,F,T,N
1073,2,F,F,T,F,F,F,T,N
1073,3,F,F,F,T,F,F,T,N
1074,0,T,F,F,F,F,T,F,N
1074,2,F,T,F,F,F,T,F,Y
1074,4,F,F,T,F,F,T,F,N
1074,52,F,F,F,T,F,T,F,Y
1075,4,T,F,F,F,F,T,F,N
1075,1,F,T,F,F,F,T,F,Y
1075,6,F,F,T,F,F,T,F,N
1075,4,F,F,F,T,F,T,F,Y
1076,8,T,F,F,F,F,F,T,N
1076,0,F,T,F,F,F,F,T,N
1076,7,F,F,T,F,F,F,T,N
1076,17,F,F,F,T,F,F,T,N
1077,9,T,F,F,F,F,F,T,N
1077,2,F,T,F,F,F,F,T,N
1077,2,F,F,T,F,F,F,T,N
1077,13,F,F,F,T,F,F,T,N
1082,5,T,F,F,F,F,F,T,N
1083,207,T,F,F,F,F,F,T,N
1083,33,F,T,F,F,F,F,T,N
1085,5,F,T,F,F,F,T,F,Y
1085,3,F,F,T,F,F,T,F,N
1085,13,F,F,F,T,F,T,F,Y
1086,28,F,F,T,F,F,F,T,N
1086,3,F,F,F,T,F,F,T,N
1087,5,F,T,F,F,F,T,F,Y
1087,7,F,F,T,F,F,T,F,N
1087,33,F,F,F,T,F,T,F,Y
1088,3,F,T,F,F,F,F,T,N
1089,5,F,T,F,F,F,T,F,Y
1089,8,F,F,T,F,F,T,F,N
1089,4,F,F,F,T,F,T,F,Y
1090,2,F,T,F,F,F,F,T,N
1090,4,F,F,T,F,F,F,T,N
1091,15,F,T,F,F,F,F,T,N
1091,25,F,F,T,F,F,F,T,N
1091,4,F,F,F,T,F,F,T,N
1092,55,F,F,F,T,F,T,F,Y
1093,3,F,F,F,T,F,F,T,N
1094,2,F,T,F,F,F,T,F,Y
1094,2,F,F,T,F,F,T,F,N
1094,15,F,F,F,T,F,T,F,Y
1096,4,F,T,F,F,F,T,F,Y
1096,1,F,F,T,F,F,T,F,N
1096,24,F,F,F,T,F,T,F,Y
1097,3,F,T,F,F,F,F,T,N
1101,7,F,T,F,F,F,T,F,Y
1101,9,F,F,T,F,F,T,F,N
1101,23,F,F,F,T,F,T,F,Y
1102,5,F,F,T,F,F,F,T,N
1104,4,F,F,T,F,F,F,T,N
1106,2,F,T,F,F,F,F,T,N
1106,3,F,F,T,F,F,F,T,N
1107,11,F,T,F,F,F,F,T,N
1109,65,F,F,F,T,F,T,F,Y
1111,8,F,F,F,T,F,T,F,Y
1113,31,F,F,F,T,F,T,F,Y
1114,8,F,T,F,F,F,F,T,N
1115,2,F,T,F,F,F,T,F,Y
1115,1,F,F,T,F,F,T,F,N
1115,14,F,F,F,T,F,T,F,Y
1116,2,F,F,T,F,F,T,F,N
1116,9,F,F,F,T,F,T,F,Y
1117,25,F,F,F,T,F,F,T,N
1118,3,F,T,F,F,F,T,F,Y
1118,0,F,F,T,F,F,T,F,N
1118,90,F,F,F,T,F,T,F,Y
1119,3,F,T,F,F,F,T,F,Y
1119,6,F,F,T,F,F,T,F,N
1119,45,F,F,F,T,F,T,F,Y
1120,10,F,T,F,F,F,F,T,N
1120,17,F,F,T,F,F,F,T,N
1121,39,F,T,F,F,F,F,T,N
1121,19,F,F,T,F,F,F,T,N
1121,18,F,F,F,T,F,F,T,N
1122,17,F,T,F,F,F,F,T,N
1122,4,F,F,T,F,F,F,T,N
1123,2,F,T,F,F,F,F,T,N
1123,3,F,F,T,F,F,F,T,N
1126,43,F,F,F,T,F,T,F,Y
1127,4,F,F,T,F,F,F,T,N
1128,2,F,F,T,F,F,F,T,N
1128,4,F,F,F,T,F,F,T,N
1129,14,F,F,F,T,F,T,F,Y
1130,6,F,F,T,F,F,F,T,N
1130,3,F,F,F,T,F,F,T,N
1131,5,F,F,T,F,F,T,F,N
1131,6,F,F,F,T,F,T,F,Y
1132,3,F,F,T,F,F,F,T,N
1132,3,F,F,F,T,F,F,T,N
1133,3,F,F,T,F,F,F,T,N
1133,2,F,F,F,T,F,F,T,N
1134,5,F,F,T,F,F,F,T,N
1135,7,F,F,T,F,F,F,T,N
1136,30,F,F,F,T,F,T,F,Y
1137,3,F,F,T,F,F,F,T,N
1138,14,F,F,T,F,F,F,T,N
1138,8,F,F,F,T,F,F,T,N
1139,6,F,F,T,F,F,T,F,N
1139,6,F,F,F,T,F,T,F,Y
1140,6,F,F,T,F,F,T,F,N
1141,3,F,F,T,F,F,F,T,N
1143,4,F,F,T,F,F,F,T,N
1144,3,F,F,T,F,F,F,T,N
1145,2,F,F,T,F,F,F,T,N
1145,7,F,F,F,T,F,F,T,N
1148,3,F,F,T,F,F,F,T,N
1149,3,F,F,T,F,F,F,T,N
1150,5,F,F,T,F,F,F,T,N
1151,9,F,F,T,F,F,F,T,N
1151,3,F,F,F,T,F,F,T,N
1152,3,F,F,T,F,F,F,T,N
1156,5,F,F,T,F,F,F,T,N
1158,15,F,F,T,F,F,F,T,N
1158,5,F,F,F,T,F,F,T,N
1159,10,F,F,T,F,F,T,F,N
1159,14,F,F,F,T,F,T,F,Y
1161,7,F,F,T,F,F,F,T,N
1161,4,F,F,F,T,F,F,T,N
1162,3,F,F,T,F,F,F,T,N
1163,5,F,F,T,F,F,F,T,N
1163,2,F,F,F,T,F,F,T,N
1164,4,F,F,T,F,F,F,T,N
1164,3,F,F,F,T,F,F,T,N
1165,5,F,F,T,F,F,F,T,N
1165,6,F,F,F,T,F,F,T,N
1166,6,F,F,T,F,F,F,T,N
1166,1,F,F,F,T,F,F,T,N
1167,6,F,F,T,F,F,F,T,N
1167,5,F,F,F,T,F,F,T,N
1169,4,F,F,T,F,F,F,T,N
1170,5,F,F,T,F,F,F,T,N
1170,3,F,F,F,T,F,F,T,N
1171,3,F,F,T,F,F,F,T,N
1171,4,F,F,F,T,F,F,T,N
1172,12,F,F,T,F,F,F,T,N
1172,2,F,F,F,T,F,F,T,N
1173,3,F,F,T,F,F,F,T,N
1173,5,F,F,F,T,F,F,T,N
1174,2,F,F,T,F,F,F,T,N
1174,3,F,F,F,T,F,F,T,N
1180,13,F,F,T,F,F,T,F,N
1180,103,F,F,F,T,F,T,F,Y
1182,2,F,F,T,F,F,F,T,N
1182,2,F,F,F,T,F,F,T,N
1186,3,F,F,T,F,F,F,T,N
1186,4,F,F,F,T,F,F,T,N
1189,4,F,F,T,F,F,F,T,N
1191,3,F,F,T,F,F,F,T,N
1191,2,F,F,F,T,F,F,T,N
1195,4,F,F,F,T,F,F,T,N
1196,3,F,F,F,T,F,F,T,N
1197,3,F,F,F,T,F,F,T,N
1198,7,F,F,F,T,F,F,T,N
1199,5,F,F,F,T,F,F,T,N
1203,3,F,F,F,T,F,F,T,N
1204,5,F,F,F,T,F,F,T,N
1206,4,F,F,F,T,F,F,T,N
1208,3,F,F,F,T,F,F,T,N
1210,3,F,F,F,T,F,F,T,N
1213,3,F,F,F,T,F,F,T,N
1214,3,F,F,F,T,F,F,T,N
1219,4,F,F,F,T,F,F,T,N
1221,6,F,F,F,T,F,F,T,N
1228,3,F,F,F,T,F,F,T,N
