questionId,trade_count,q1,q2,q3,q4,setA,setB,setN,active
1009,4,F,T,F,F,F,T,F,Y
1010,1,F,T,F,F,T,F,F,N
1011,1,F,T,F,F,T,F,F,N
1012,5,F,T,F,F,F,T,F,Y
1013,2,F,T,F,F,F,T,F,Y
1014,2,F,T,F,F,T,F,F,N
1015,1,F,T,F,F,F,T,F,Y
1016,1,F,T,F,F,T,F,F,N
1017,2,F,T,F,F,F,F,T,N
1018,0,F,T,F,F,F,F,T,N
1019,5,F,T,F,F,F,F,T,N
1020,1,F,T,F,F,F,F,T,N
1021,0,F,T,F,F,F,F,T,N
1022,19,F,T,F,F,F,F,T,N
1023,13,F,T,F,F,F,F,T,N
1024,0,F,T,F,F,F,F,T,N
1025,27,F,T,F,F,F,T,F,Y
1026,16,F,T,F,F,T,F,F,N
1027,57,F,T,F,F,F,T,F,Y
1028,0,F,T,F,F,F,F,T,N
1029,12,F,T,F,F,F,T,F,Y
1030,28,F,T,F,F,T,F,F,N
1031,13,F,T,F,F,F,T,F,Y
1032,15,F,T,F,F,F,T,F,Y
1033,0,F,T,F,F,F,F,T,N
1034,18,F,T,F,F,T,F,F,N
1035,1,F,T,F,F,F,F,T,N
1036,69,F,T,F,F,F,T,F,Y
1037,40,F,T,F,F,F,T,F,Y
1038,73,F,T,F,F,F,T,F,Y
1039,15,F,T,F,F,T,F,F,N
1040,21,F,T,F,F,T,F,F,N
1041,21,F,T,F,F,T,F,F,N
1042,3,F,T,F,F,T,F,F,N
1043,78,F,T,F,F,F,T,F,Y
1044,12,F,T,F,F,T,F,F,N
1045,2,F,T,F,F,F,F,T,N
1047,2,F,T,F,F,F,T,F,Y
1048,26,F,T,F,F,F,F,T,N
1049,0,F,T,F,F,F,F,T,N
1050,24,F,T,F,F,F,F,T,N
1051,7,F,T,F,F,F,T,F,Y
1052,21,F,T,F,F,F,T,F,Y
1053,7,F,T,F,F,F,F,T,N
1054,0,F,T,F,F,F,F,T,N
1055,3,F,T,F,F,F,F,T,N
1056,1,F,T,F,F,F,T,F,Y
1057,4,F,T,F,F,F,F,T,N
1058,8,F,T,F,F,F,F,T,N
1059,4,F,T,F,F,F,F,T,N
1060,1,F,T,F,F,F,F,T,N
1061,0,F,T,F,F,F,T,F,Y
1062,0,F,T,F,F,F,F,T,N
1063,14,F,T,F,F,F,F,T,N
1064,11,F,T,F,F,F,F,T,N
1065,1,F,T,F,F,F,F,T,N
1066,6,F,T,F,F,F,F,T,N
1067,13,F,T,F,F,F,F,T,N
1068,2,F,T,F,F,F,T,F,Y
1069,11,F,T,F,F,F,T,F,Y
1070,2,F,T,F,F,F,F,T,N
1071,1,F,T,F,F,F,F,T,N
1072,2,F,T,F,F,F,T,F,Y
1073,3,F,T,F,F,F,F,T,N
1074,2,F,T,F,F,F,T,F,Y
1075,1,F,T,F,F,F,T,F,Y
1076,0,F,T,F,F,F,F,T,N
1077,2,F,T,F,F,F,F,T,N
1078,0,F,T,F,F,F,F,T,N
1079,0,F,T,F,F,F,F,T,N
1080,0,F,T,F,F,F,F,T,N
1081,0,F,T,F,F,F,F,T,N
1082,1,F,T,F,F,F,F,T,N
1083,33,F,T,F,F,F,F,T,N
1084,2,F,T,F,F,F,F,T,N
1085,5,F,T,F,F,F,T,F,Y
1086,0,F,T,F,F,F,F,T,N
1087,5,F,T,F,F,F,T,F,Y
1088,3,F,T,F,F,F,F,T,N
1089,5,F,T,F,F,F,T,F,Y
1090,2,F,T,F,F,F,F,T,N
1091,15,F,T,F,F,F,F,T,N
1092,0,F,T,F,F,F,T,F,Y
1093,1,F,T,F,F,F,F,T,N
1094,2,F,T,F,F,F,T,F,Y
1095,2,F,T,F,F,F,F,T,N
1096,4,F,T,F,F,F,T,F,Y
1097,3,F,T,F,F,F,F,T,N
1098,2,F,T,F,F,F,F,T,N
1099,0,F,T,F,F,F,F,T,N
1100,1,F,T,F,F,F,F,T,N
1101,7,F,T,F,F,F,T,F,Y
1102,1,F,T,F,F,F,F,T,N
1103,1,F,T,F,F,F,F,T,N
1104,1,F,T,F,F,F,F,T,N
1105,1,F,T,F,F,F,F,T,N
1106,2,F,T,F,F,F,F,T,N
1107,11,F,T,F,F,F,F,T,N
1108,2,F,T,F,F,F,F,T,N
1109,1,F,T,F,F,F,T,F,Y
1110,2,F,T,F,F,F,F,T,N
1111,2,F,T,F,F,F,T,F,Y
1112,2,F,T,F,F,F,F,T,N
1113,1,F,T,F,F,F,T,F,Y
1114,8,F,T,F,F,F,F,T,N
1115,2,F,T,F,F,F,T,F,Y
1116,2,F,T,F,F,F,T,F,Y
1117,1,F,T,F,F,F,F,T,N
1118,3,F,T,F,F,F,T,F,Y
1119,3,F,T,F,F,F,T,F,Y
1120,10,F,T,F,F,F,F,T,N
1121,39,F,T,F,F,F,F,T,N
1122,17,F,T,F,F,F,F,T,N
1123,2,F,T,F,F,F,F,T,N
1124,0,F,T,F,F,F,F,T,N
1125,0,F,T,F,F,F,F,T,N
1126,0,F,T,F,F,F,T,F,Y
1127,0,F,T,F,F,F,F,T,N
1128,0,F,T,F,F,F,F,T,N
1129,0,F,T,F,F,F,T,F,Y
1130,0,F,T,F,F,F,F,T,N
1131,0,F,T,F,F,F,T,F,Y
1132,0,F,T,F,F,F,F,T,N
1133,0,F,T,F,F,F,F,T,N
1134,0,F,T,F,F,F,F,T,N
1135,0,F,T,F,F,F,F,T,N
1136,0,F,T,F,F,F,T,F,Y
1137,0,F,T,F,F,F,F,T,N
1138,0,F,T,F,F,F,F,T,N
1139,0,F,T,F,F,F,T,F,Y
1140,0,F,T,F,F,F,T,F,Y
1141,0,F,T,F,F,F,F,T,N
1142,0,F,T,F,F,F,F,T,N
1143,0,F,T,F,F,F,F,T,N
1144,0,F,T,F,F,F,F,T,N
1145,0,F,T,F,F,F,F,T,N
1146,0,F,T,F,F,F,F,T,N
1147,0,F,T,F,F,F,F,T,N
1148,0,F,T,F,F,F,F,T,N
1149,0,F,T,F,F,F,F,T,N
1150,0,F,T,F,F,F,F,T,N
1151,0,F,T,F,F,F,F,T,N
1152,0,F,T,F,F,F,F,T,N
1153,0,F,T,F,F,F,F,T,N
1154,0,F,T,F,F,F,F,T,N
1155,0,F,T,F,F,F,T,F,Y
1156,0,F,T,F,F,F,F,T,N
1157,0,F,T,F,F,F,F,T,N
1158,0,F,T,F,F,F,F,T,N
1159,0,F,T,F,F,F,T,F,Y
1161,0,F,T,F,F,F,F,T,N
1162,0,F,T,F,F,F,F,T,N
1163,0,F,T,F,F,F,F,T,N
1164,0,F,T,F,F,F,F,T,N
1165,0,F,T,F,F,F,F,T,N
1166,0,F,T,F,F,F,F,T,N
1167,0,F,T,F,F,F,F,T,N
1168,0,F,T,F,F,F,F,T,N
1169,0,F,T,F,F,F,F,T,N
1170,0,F,T,F,F,F,F,T,N
1171,0,F,T,F,F,F,F,T,N
1172,0,F,T,F,F,F,F,T,N
1173,0,F,T,F,F,F,F,T,N
1174,0,F,T,F,F,F,F,T,N
1175,0,F,T,F,F,F,F,T,N
1176,0,F,T,F,F,F,F,T,N
1178,0,F,T,F,F,F,F,T,N
1180,0,F,T,F,F,F,T,F,Y
1181,0,F,T,F,F,F,F,T,N
1182,0,F,T,F,F,F,F,T,N
1183,0,F,T,F,F,F,F,T,N
1184,0,F,T,F,F,F,F,T,N
1186,0,F,T,F,F,F,F,T,N
1187,0,F,T,F,F,F,F,T,N
1188,0,F,T,F,F,F,F,T,N
1189,0,F,T,F,F,F,F,T,N
1191,0,F,T,F,F,F,F,T,N
1195,0,F,T,F,F,F,F,T,N
1196,0,F,T,F,F,F,F,T,N
1197,0,F,T,F,F,F,F,T,N
1198,0,F,T,F,F,F,F,T,N
1199,0,F,T,F,F,F,F,T,N
1200,0,F,T,F,F,F,F,T,N
1201,0,F,T,F,F,F,F,T,N
1202,0,F,T,F,F,F,F,T,N
1203,0,F,T,F,F,F,F,T,N
1204,0,F,T,F,F,F,F,T,N
1205,0,F,T,F,F,F,F,T,N
1206,0,F,T,F,F,F,F,T,N
1208,0,F,T,F,F,F,F,T,N
1209,0,F,T,F,F,F,F,T,N
1210,0,F,T,F,F,F,F,T,N
1213,0,F,T,F,F,F,F,T,N
1214,0,F,T,F,F,F,F,T,N
1215,0,F,T,F,F,F,F,T,N
1216,0,F,T,F,F,F,F,T,N
1219,0,F,T,F,F,F,F,T,N
1220,0,F,T,F,F,F,F,T,N
1221,0,F,T,F,F,F,F,T,N
1223,0,F,T,F,F,F,F,T,N
1226,0,F,T,F,F,F,F,T,N
1228,0,F,T,F,F,F,F,T,N
1229,0,F,T,F,F,F,F,T,N
1230,0,F,T,F,F,F,F,T,N
1232,0,F,T,F,F,F,F,T,N
1233,0,F,T,F,F,F,F,T,N
1236,0,F,T,F,F,F,F,T,N
1237,0,F,T,F,F,F,F,T,N
1238,0,F,T,F,F,F,F,T,N
1239,0,F,T,F,F,F,F,T,N
1243,0,F,T,F,F,F,F,T,N
1245,0,F,T,F,F,F,F,T,N
1246,0,F,T,F,F,F,F,T,N
8,3,F,F,T,F,F,F,T,N
18,1,F,F,T,F,F,F,T,N
21,3,F,F,T,F,F,F,T,N
24,1,F,F,T,F,F,F,T,N
25,1,F,F,T,F,F,F,T,N
26,4,F,F,T,F,F,F,T,N
27,0,F,F,T,F,F,F,T,N
28,1,F,F,T,F,F,F,T,N
29,0,F,F,T,F,F,F,T,N
30,3,F,F,T,F,F,F,T,N
31,2,F,F,T,F,F,F,T,N
32,0,F,F,T,F,F,F,T,N
33,1,F,F,T,F,F,F,T,N
34,1,F,F,T,F,F,F,T,N
36,1,F,F,T,F,F,F,T,N
43,0,F,F,T,F,F,T,F,N
44,0,F,F,T,F,T,F,F,Y
45,0,F,F,T,F,T,F,F,Y
46,0,F,F,T,F,F,T,F,N
47,0,F,F,T,F,F,T,F,N
48,0,F,F,T,F,T,F,F,Y
49,4,F,F,T,F,F,F,T,N
50,3,F,F,T,F,F,F,T,N
56,0,F,F,T,F,F,F,T,N
57,0,F,F,T,F,F,F,T,N
58,1,F,F,T,F,F,F,T,N
59,1,F,F,T,F,F,F,T,N
60,1,F,F,T,F,F,F,T,N
63,0,F,F,T,F,F,F,T,N
64,3,F,F,T,F,F,F,T,N
65,2,F,F,T,F,F,F,T,N
66,1,F,F,T,F,F,F,T,N
68,1,F,F,T,F,F,F,T,N
69,0,F,F,T,F,F,F,T,N
70,0,F,F,T,F,F,F,T,N
71,0,F,F,T,F,F,F,T,N
76,0,F,F,T,F,T,F,F,Y
84,0,F,F,T,F,F,T,F,N
102,0,F,F,T,F,F,T,F,N
103,0,F,F,T,F,T,F,F,Y
105,16,F,F,T,F,F,F,T,N
107,0,F,F,T,F,F,F,T,N
123,14,F,F,T,F,T,F,F,Y
124,0,F,F,T,F,F,F,T,N
125,0,F,F,T,F,F,F,T,N
128,0,F,F,T,F,T,F,F,Y
129,0,F,F,T,F,T,F,F,Y
130,1,F,F,T,F,F,T,F,N
132,2,F,F,T,F,F,F,T,N
133,7,F,F,T,F,F,F,T,N
134,0,F,F,T,F,F,F,T,N
135,1,F,F,T,F,F,F,T,N
136,1,F,F,T,F,F,F,T,N
137,2,F,F,T,F,F,F,T,N
138,0,F,F,T,F,T,F,F,Y
139,0,F,F,T,F,F,T,F,N
140,18,F,F,T,F,T,F,F,Y
141,3,F,F,T,F,F,F,T,N
144,0,F,F,T,F,T,F,F,Y
145,0,F,F,T,F,F,T,F,N
146,12,F,F,T,F,F,F,T,N
147,0,F,F,T,F,F,F,T,N
148,0,F,F,T,F,F,F,T,N
151,8,F,F,T,F,F,F,T,N
152,0,F,F,T,F,F,F,T,N
154,0,F,F,T,F,T,F,F,Y
156,2,F,F,T,F,F,F,T,N
158,22,F,F,T,F,T,F,F,Y
161,2,F,F,T,F,F,F,T,N
162,0,F,F,T,F,F,F,T,N
167,0,F,F,T,F,F,F,T,N
170,1,F,F,T,F,F,F,T,N
171,2,F,F,T,F,F,F,T,N
172,0,F,F,T,F,F,T,F,N
173,0,F,F,T,F,T,F,F,Y
175,0,F,F,T,F,T,F,F,Y
176,2,F,F,T,F,F,F,T,N
177,0,F,F,T,F,F,F,T,N
178,2,F,F,T,F,F,F,T,N
179,0,F,F,T,F,T,F,F,Y
180,0,F,F,T,F,F,F,T,N
181,8,F,F,T,F,F,F,T,N
182,7,F,F,T,F,F,F,T,N
183,0,F,F,T,F,F,T,F,N
184,14,F,F,T,F,T,F,F,Y
188,1,F,F,T,F,F,T,F,N
189,0,F,F,T,F,F,T,F,N
190,0,F,F,T,F,F,T,F,N
191,0,F,F,T,F,T,F,F,Y
192,0,F,F,T,F,F,T,F,N
193,0,F,F,T,F,T,F,F,Y
194,0,F,F,T,F,F,T,F,N
195,0,F,F,T,F,T,F,F,Y
197,1,F,F,T,F,T,F,F,Y
198,1,F,F,T,F,F,F,T,N
199,1,F,F,T,F,F,T,F,N
200,1,F,F,T,F,F,F,T,N
201,5,F,F,T,F,T,F,F,Y
204,0,F,F,T,F,T,F,F,Y
205,0,F,F,T,F,F,T,F,N
207,0,F,F,T,F,F,T,F,N
208,44,F,F,T,F,T,F,F,Y
209,6,F,F,T,F,F,T,F,N
212,1,F,F,T,F,F,T,F,N
213,0,F,F,T,F,F,T,F,N
214,0,F,F,T,F,F,F,T,N
215,0,F,F,T,F,F,F,T,N
216,28,F,F,T,F,T,F,F,Y
217,4,F,F,T,F,F,T,F,N
220,0,F,F,T,F,F,T,F,N
224,0,F,F,T,F,T,F,F,Y
225,0,F,F,T,F,F,F,T,N
226,0,F,F,T,F,F,F,T,N
227,0,F,F,T,F,F,F,T,N
228,0,F,F,T,F,F,F,T,N
229,0,F,F,T,F,T,F,F,Y
230,44,F,F,T,F,T,F,F,Y
231,0,F,F,T,F,F,F,T,N
253,49,F,F,T,F,T,F,F,Y
254,1,F,F,T,F,F,T,F,N
257,1,F,F,T,F,F,T,F,N
287,0,F,F,T,F,F,F,T,N
290,0,F,F,T,F,F,F,T,N
291,0,F,F,T,F,F,F,T,N
292,0,F,F,T,F,F,F,T,N
293,0,F,F,T,F,F,F,T,N
294,0,F,F,T,F,F,F,T,N
295,0,F,F,T,F,F,F,T,N
296,0,F,F,T,F,F,F,T,N
297,0,F,F,T,F,F,F,T,N
298,0,F,F,T,F,F,F,T,N
299,0,F,F,T,F,F,F,T,N
300,0,F,F,T,F,F,F,T,N
301,0,F,F,T,F,F,F,T,N
302,3,F,F,T,F,F,F,T,N
307,3,F,F,T,F,F,T,F,N
309,36,F,F,T,F,T,F,F,Y
310,0,F,F,T,F,F,F,T,N
311,0,F,F,T,F,F,F,T,N
312,2,F,F,T,F,F,F,T,N
313,6,F,F,T,F,F,F,T,N
314,14,F,F,T,F,T,F,F,Y
315,0,F,F,T,F,F,F,T,N
316,26,F,F,T,F,T,F,F,Y
317,0,F,F,T,F,F,F,T,N
318,6,F,F,T,F,F,F,T,N
320,14,F,F,T,F,F,F,T,N
321,0,F,F,T,F,T,F,F,Y
322,4,F,F,T,F,F,F,T,N
326,0,F,F,T,F,T,F,F,Y
327,14,F,F,T,F,F,F,T,N
328,4,F,F,T,F,T,F,F,Y
330,3,F,F,T,F,F,F,T,N
332,2,F,F,T,F,F,F,T,N
333,13,F,F,T,F,T,F,F,Y
334,3,F,F,T,F,F,T,F,N
336,1,F,F,T,F,F,F,T,N
337,6,F,F,T,F,F,T,F,N
338,44,F,F,T,F,T,F,F,Y
341,11,F,F,T,F,F,T,F,N
342,3,F,F,T,F,F,T,F,N
343,1,F,F,T,F,F,T,F,N
345,0,F,F,T,F,T,F,F,Y
346,0,F,F,T,F,F,F,T,N
347,0,F,F,T,F,T,F,F,Y
349,0,F,F,T,F,F,T,F,N
350,0,F,F,T,F,F,F,T,N
351,0,F,F,T,F,F,F,T,N
352,0,F,F,T,F,F,T,F,N
353,0,F,F,T,F,F,F,T,N
355,1,F,F,T,F,T,F,F,Y
357,0,F,F,T,F,T,F,F,Y
358,1,F,F,T,F,T,F,F,Y
359,2,F,F,T,F,F,T,F,N
360,3,F,F,T,F,F,T,F,N
361,0,F,F,T,F,F,T,F,N
362,0,F,F,T,F,F,F,T,N
363,2,F,F,T,F,F,F,T,N
369,54,F,F,T,F,T,F,F,Y
370,2,F,F,T,F,F,T,F,N
372,0,F,F,T,F,F,T,F,N
374,0,F,F,T,F,T,F,F,Y
375,45,F,F,T,F,F,T,F,N
376,1,F,F,T,F,T,F,F,Y
377,45,F,F,T,F,T,F,F,Y
379,3,F,F,T,F,F,F,T,N
382,31,F,F,T,F,F,T,F,N
384,0,F,F,T,F,T,F,F,Y
386,0,F,F,T,F,T,F,F,Y
387,1,F,F,T,F,F,F,T,N
393,0,F,F,T,F,F,T,F,N
399,1,F,F,T,F,F,T,F,N
400,0,F,F,T,F,F,F,T,N
402,7,F,F,T,F,F,F,T,N
403,26,F,F,T,F,T,F,F,Y
404,0,F,F,T,F,F,T,F,N
405,0,F,F,T,F,F,T,F,N
406,3,F,F,T,F,F,F,T,N
409,0,F,F,T,F,F,F,T,N
410,0,F,F,T,F,F,T,F,N
411,2,F,F,T,F,F,F,T,N
413,3,F,F,T,F,F,T,F,N
414,6,F,F,T,F,F,F,T,N
416,0,F,F,T,F,T,F,F,Y
417,0,F,F,T,F,F,T,F,N
418,0,F,F,T,F,T,F,F,Y
419,0,F,F,T,F,T,F,F,Y
420,50,F,F,T,F,T,F,F,Y
421,6,F,F,T,F,F,F,T,N
422,1,F,F,T,F,F,T,F,N
424,2,F,F,T,F,F,F,T,N
425,0,F,F,T,F,T,F,F,Y
426,0,F,F,T,F,F,T,F,N
427,2,F,F,T,F,F,F,T,N
428,0,F,F,T,F,T,F,F,Y
431,0,F,F,T,F,F,F,T,N
435,0,F,F,T,F,F,F,T,N
436,0,F,F,T,F,F,F,T,N
437,0,F,F,T,F,F,F,T,N
438,4,F,F,T,F,T,F,F,Y
439,2,F,F,T,F,F,F,T,N
440,0,F,F,T,F,F,F,T,N
441,0,F,F,T,F,F,F,T,N
442,1,F,F,T,F,F,F,T,N
443,1,F,F,T,F,F,F,T,N
445,2,F,F,T,F,F,T,F,N
446,12,F,F,T,F,F,F,T,N
447,294,F,F,T,F,T,F,F,Y
448,9,F,F,T,F,T,F,F,Y
449,0,F,F,T,F,F,F,T,N
450,2,F,F,T,F,F,F,T,N
451,0,F,F,T,F,T,F,F,Y
452,189,F,F,T,F,T,F,F,Y
453,0,F,F,T,F,F,F,T,N
454,200,F,F,T,F,T,F,F,Y
455,3,F,F,T,F,F,F,T,N
456,1,F,F,T,F,F,F,T,N
459,0,F,F,T,F,F,T,F,N
465,0,F,F,T,F,F,T,F,N
466,0,F,F,T,F,F,T,F,N
467,0,F,F,T,F,T,F,F,Y
468,0,F,F,T,F,T,F,F,Y
469,0,F,F,T,F,F,T,F,N
483,0,F,F,T,F,F,F,T,N
484,10,F,F,T,F,F,F,T,N
508,0,F,F,T,F,F,F,T,N
511,0,F,F,T,F,F,T,F,N
529,5,F,F,T,F,T,F,F,Y
531,2,F,F,T,F,F,F,T,N
532,1,F,F,T,F,F,F,T,N
533,2,F,F,T,F,F,T,F,N
534,0,F,F,T,F,F,F,T,N
535,6,F,F,T,F,F,F,T,N
540,0,F,F,T,F,F,F,T,N
541,0,F,F,T,F,F,F,T,N
547,1,F,F,T,F,F,F,T,N
548,3,F,F,T,F,F,F,T,N
549,1,F,F,T,F,F,F,T,N
551,1,F,F,T,F,F,T,F,N
552,24,F,F,T,F,F,T,F,N
553,36,F,F,T,F,T,F,F,Y
554,0,F,F,T,F,F,T,F,N
555,1,F,F,T,F,F,F,T,N
556,20,F,F,T,F,F,F,T,N
557,2,F,F,T,F,F,F,T,N
558,0,F,F,T,F,F,F,T,N
559,1,F,F,T,F,F,T,F,N
560,1,F,F,T,F,F,T,F,N
561,6,F,F,T,F,T,F,F,Y
562,2,F,F,T,F,F,T,F,N
565,49,F,F,T,F,T,F,F,Y
566,41,F,F,T,F,F,T,F,N
568,0,F,F,T,F,F,F,T,N
577,0,F,F,T,F,F,F,T,N
579,4,F,F,T,F,F,F,T,N
580,0,F,F,T,F,F,T,F,N
581,7,F,F,T,F,T,F,F,Y
582,5,F,F,T,F,F,T,F,N
583,0,F,F,T,F,T,F,F,Y
584,14,F,F,T,F,F,T,F,N
586,4,F,F,T,F,F,F,T,N
587,5,F,F,T,F,F,T,F,N
588,1,F,F,T,F,T,F,F,Y
607,1,F,F,T,F,T,F,F,Y
608,1,F,F,T,F,F,F,T,N
609,22,F,F,T,F,T,F,F,Y
616,5,F,F,T,F,F,T,F,N
620,82,F,F,T,F,T,F,F,Y
622,80,F,F,T,F,T,F,F,Y
623,4,F,F,T,F,F,T,F,N
624,1,F,F,T,F,F,T,F,N
625,0,F,F,T,F,T,F,F,Y
628,0,F,F,T,F,F,T,F,N
629,3,F,F,T,F,F,F,T,N
631,5,F,F,T,F,F,F,T,N
632,0,F,F,T,F,F,T,F,N
633,35,F,F,T,F,T,F,F,Y
634,0,F,F,T,F,F,F,T,N
635,0,F,F,T,F,T,F,F,Y
636,1,F,F,T,F,F,F,T,N
637,9,F,F,T,F,F,F,T,N
638,3,F,F,T,F,F,F,T,N
639,4,F,F,T,F,F,F,T,N
640,0,F,F,T,F,F,T,F,N
644,8,F,F,T,F,T,F,F,Y
646,1,F,F,T,F,F,F,T,N
647,27,F,F,T,F,T,F,F,Y
649,0,F,F,T,F,F,T,F,N
650,0,F,F,T,F,F,F,T,N
651,0,F,F,T,F,F,F,T,N
653,3,F,F,T,F,F,F,T,N
654,6,F,F,T,F,T,F,F,Y
656,0,F,F,T,F,F,T,F,N
657,3,F,F,T,F,F,F,T,N
659,0,F,F,T,F,F,T,F,N
663,6,F,F,T,F,T,F,F,Y
664,0,F,F,T,F,F,T,F,N
665,14,F,F,T,F,T,F,F,Y
666,9,F,F,T,F,F,T,F,N
668,16,F,F,T,F,F,F,T,N
670,0,F,F,T,F,T,F,F,Y
673,0,F,F,T,F,F,T,F,N
675,0,F,F,T,F,F,F,T,N
678,2,F,F,T,F,F,F,T,N
679,0,F,F,T,F,T,F,F,Y
680,1,F,F,T,F,F,F,T,N
681,1,F,F,T,F,F,T,F,N
682,2,F,F,T,F,F,F,T,N
683,4,F,F,T,F,F,F,T,N
684,54,F,F,T,F,T,F,F,Y
686,0,F,F,T,F,F,F,T,N
688,0,F,F,T,F,F,F,T,N
689,1,F,F,T,F,F,F,T,N
690,0,F,F,T,F,F,F,T,N
691,0,F,F,T,F,F,F,T,N
692,0,F,F,T,F,F,F,T,N
693,0,F,F,T,F,T,F,F,Y
694,0,F,F,T,F,F,F,T,N
696,1,F,F,T,F,F,F,T,N
697,14,F,F,T,F,F,F,T,N
701,0,F,F,T,F,F,F,T,N
702,0,F,F,T,F,T,F,F,Y
703,3,F,F,T,F,F,T,F,N
704,0,F,F,T,F,T,F,F,Y
705,0,F,F,T,F,F,T,F,N
706,78,F,F,T,F,T,F,F,Y
708,3,F,F,T,F,F,T,F,N
709,2,F,F,T,F,F,F,T,N
710,0,F,F,T,F,T,F,F,Y
711,1,F,F,T,F,F,F,T,N
712,3,F,F,T,F,F,F,T,N
714,1,F,F,T,F,F,F,T,N
715,0,F,F,T,F,T,F,F,Y
717,7,F,F,T,F,F,T,F,N
718,1,F,F,T,F,F,T,F,N
719,1,F,F,T,F,T,F,F,Y
720,34,F,F,T,F,T,F,F,Y
721,10,F,F,T,F,F,F,T,N
722,1,F,F,T,F,F,F,T,N
723,1,F,F,T,F,F,T,F,N
724,53,F,F,T,F,T,F,F,Y
725,3,F,F,T,F,F,F,T,N
726,27,F,F,T,F,T,F,F,Y
727,1,F,F,T,F,F,T,F,N
729,3,F,F,T,F,F,F,T,N
731,7,F,F,T,F,F,F,T,N
732,5,F,F,T,F,F,T,F,N
733,0,F,F,T,F,F,T,F,N
734,1,F,F,T,F,F,F,T,N
736,1,F,F,T,F,F,F,T,N
740,2,F,F,T,F,F,F,T,N
741,44,F,F,T,F,T,F,F,Y
742,2,F,F,T,F,F,F,T,N
743,0,F,F,T,F,F,F,T,N
744,1,F,F,T,F,F,F,T,N
745,7,F,F,T,F,T,F,F,Y
746,1,F,F,T,F,F,F,T,N
748,17,F,F,T,F,F,F,T,N
749,3,F,F,T,F,F,F,T,N
753,0,F,F,T,F,F,F,T,N
755,1,F,F,T,F,F,F,T,N
756,1,F,F,T,F,F,F,T,N
757,2,F,F,T,F,F,F,T,N
759,1,F,F,T,F,F,F,T,N
760,1,F,F,T,F,F,F,T,N
761,1,F,F,T,F,F,T,F,N
762,1,F,F,T,F,F,F,T,N
768,1,F,F,T,F,F,F,T,N
769,5,F,F,T,F,F,F,T,N
770,1,F,F,T,F,F,F,T,N
771,8,F,F,T,F,F,F,T,N
772,6,F,F,T,F,F,F,T,N
773,0,F,F,T,F,F,F,T,N
774,27,F,F,T,F,T,F,F,Y
776,16,F,F,T,F,F,T,F,N
777,9,F,F,T,F,F,F,T,N
778,0,F,F,T,F,F,F,T,N
779,1,F,F,T,F,F,F,T,N
782,0,F,F,T,F,F,F,T,N
783,0,F,F,T,F,F,F,T,N
786,0,F,F,T,F,T,F,F,Y
787,1,F,F,T,F,F,T,F,N
788,0,F,F,T,F,F,F,T,N
789,0,F,F,T,F,F,T,F,N
790,0,F,F,T,F,F,F,T,N
791,0,F,F,T,F,T,F,F,Y
792,8,F,F,T,F,F,T,F,N
793,12,F,F,T,F,T,F,F,Y
794,2,F,F,T,F,F,T,F,N
795,1,F,F,T,F,F,F,T,N
796,0,F,F,T,F,F,F,T,N
798,0,F,F,T,F,F,F,T,N
799,3,F,F,T,F,F,F,T,N
801,0,F,F,T,F,T,F,F,Y
802,4,F,F,T,F,F,T,F,N
803,2,F,F,T,F,F,T,F,N
804,5,F,F,T,F,F,F,T,N
805,1,F,F,T,F,F,F,T,N
806,1,F,F,T,F,F,F,T,N
809,0,F,F,T,F,F,F,T,N
812,1,F,F,T,F,F,F,T,N
813,0,F,F,T,F,F,F,T,N
816,13,F,F,T,F,T,F,F,Y
817,0,F,F,T,F,F,T,F,N
818,122,F,F,T,F,T,F,F,Y
819,52,F,F,T,F,T,F,F,Y
820,0,F,F,T,F,F,F,T,N
821,0,F,F,T,F,F,F,T,N
822,7,F,F,T,F,T,F,F,Y
823,0,F,F,T,F,F,F,T,N
824,1,F,F,T,F,F,F,T,N
825,1,F,F,T,F,F,F,T,N
826,1,F,F,T,F,F,F,T,N
827,1,F,F,T,F,F,F,T,N
835,0,F,F,T,F,F,T,F,N
837,7,F,F,T,F,F,T,F,N
838,5,F,F,T,F,F,T,F,N
839,42,F,F,T,F,T,F,F,Y
841,0,F,F,T,F,F,F,T,N
842,39,F,F,T,F,T,F,F,Y
844,3,F,F,T,F,F,F,T,N
845,3,F,F,T,F,F,T,F,N
846,0,F,F,T,F,F,T,F,N
847,2,F,F,T,F,T,F,F,Y
848,0,F,F,T,F,F,T,F,N
850,1,F,F,T,F,F,F,T,N
851,14,F,F,T,F,T,F,F,Y
853,0,F,F,T,F,T,F,F,Y
856,0,F,F,T,F,T,F,F,Y
857,4,F,F,T,F,F,T,F,N
858,15,F,F,T,F,T,F,F,Y
859,5,F,F,T,F,F,T,F,N
860,0,F,F,T,F,F,T,F,N
861,5,F,F,T,F,F,T,F,N
862,2,F,F,T,F,F,T,F,N
863,35,F,F,T,F,T,F,F,Y
864,76,F,F,T,F,F,F,T,N
865,8,F,F,T,F,F,T,F,N
866,9,F,F,T,F,F,T,F,N
867,0,F,F,T,F,F,T,F,N
868,5,F,F,T,F,F,F,T,N
869,1,F,F,T,F,F,F,T,N
871,2,F,F,T,F,F,F,T,N
872,0,F,F,T,F,F,F,T,N
873,0,F,F,T,F,F,F,T,N
875,41,F,F,T,F,T,F,F,Y
